Epoch(step|length),BatchTime,AvgBatchTime,Loss,AvgLoss,Accuracy,AvgAccuracy
[82][94/258],4.986,4.733,0.0817,0.1689,1.0000,0.9305
[82][95/258],5.288,4.739,0.1535,0.1687,0.9000,0.9302
[82][96/258],5.030,4.742,0.0394,0.1674,1.0000,0.9309
[82][97/258],5.490,4.750,0.0655,0.1664,1.0000,0.9316
[82][98/258],4.531,4.748,0.2747,0.1675,0.9000,0.9313
[82][99/258],5.168,4.752,0.1509,0.1673,0.9000,0.9310
[82][100/258],3.671,4.741,0.0727,0.1664,1.0000,0.9317
[82][101/258],5.697,4.750,0.4328,0.1690,0.7000,0.9294
[82][102/258],5.687,4.760,0.0619,0.1679,1.0000,0.9301
[82][103/258],5.115,4.763,0.2841,0.1691,0.9000,0.9298
[82][104/258],5.211,4.767,0.0878,0.1683,1.0000,0.9305
[82][105/258],5.140,4.771,0.0434,0.1671,1.0000,0.9311
[82][106/258],3.936,4.763,0.4063,0.1693,0.7000,0.9290
[82][107/258],4.934,4.765,0.1511,0.1692,0.9000,0.9287
[82][108/258],5.476,4.771,0.3696,0.1710,0.9000,0.9284
[82][109/258],5.041,4.773,0.2380,0.1716,1.0000,0.9291
[82][110/258],5.636,4.781,0.1690,0.1716,0.9000,0.9288
[82][111/258],4.628,4.780,0.0886,0.1709,1.0000,0.9295
[82][112/258],5.003,4.782,0.0566,0.1698,1.0000,0.9301
[82][113/258],4.991,4.784,0.0942,0.1692,0.9000,0.9298
[82][114/258],4.277,4.779,0.2114,0.1695,0.8000,0.9287
[82][115/258],6.343,4.793,0.0506,0.1685,1.0000,0.9293
[82][116/258],5.200,4.796,0.0060,0.1671,1.0000,0.9299
[82][117/258],5.200,4.800,0.1219,0.1667,1.0000,0.9305
[82][118/258],4.850,4.800,0.1888,0.1669,0.9000,0.9303
[82][119/258],5.521,4.806,0.0962,0.1663,1.0000,0.9308
[82][120/258],4.795,4.806,0.1302,0.1660,0.9000,0.9306
[82][121/258],4.825,4.806,0.0602,0.1652,1.0000,0.9311
[82][122/258],6.179,4.817,0.2999,0.1663,0.7000,0.9293
[82][123/258],4.853,4.818,0.2604,0.1670,0.8000,0.9282
[82][124/258],4.768,4.817,0.1577,0.1670,0.9000,0.9280
[82][125/258],6.748,4.833,0.0580,0.1661,1.0000,0.9286
[82][126/258],5.835,4.840,0.0855,0.1655,1.0000,0.9291
[82][127/258],6.216,4.851,0.0287,0.1644,1.0000,0.9297
[82][128/258],5.836,4.859,0.0887,0.1638,1.0000,0.9302
[82][129/258],5.376,4.863,0.4340,0.1659,0.7000,0.9285
[82][130/258],6.419,4.875,0.0808,0.1652,1.0000,0.9290
[82][131/258],5.242,4.877,0.2026,0.1655,0.9000,0.9288
[82][132/258],4.856,4.877,0.0956,0.1650,1.0000,0.9293
[82][133/258],6.182,4.887,0.0742,0.1643,1.0000,0.9299
[82][134/258],8.200,4.912,0.0783,0.1637,1.0000,0.9304
[82][135/258],10.262,4.951,0.0634,0.1629,1.0000,0.9309
[82][136/258],9.157,4.982,0.1353,0.1627,0.9000,0.9307
[82][137/258],4.699,4.980,0.1238,0.1625,0.9000,0.9304
[82][138/258],5.063,4.980,0.1219,0.1622,1.0000,0.9309
[82][139/258],5.900,4.987,0.1161,0.1618,1.0000,0.9314
[82][140/258],5.868,4.993,0.1054,0.1614,1.0000,0.9319
[82][141/258],5.987,5.000,0.1967,0.1617,0.9000,0.9317
[82][142/258],5.503,5.003,0.0793,0.1611,0.9000,0.9315
[82][143/258],5.746,5.009,0.1738,0.1612,0.9000,0.9313
[82][144/258],5.916,5.015,0.1649,0.1612,0.8000,0.9303
[82][145/258],5.252,5.017,0.0829,0.1607,1.0000,0.9308
[82][146/258],5.105,5.017,0.1897,0.1609,0.9000,0.9306
[82][147/258],5.046,5.017,0.2865,0.1617,0.8000,0.9297
[82][148/258],4.785,5.016,0.3967,0.1633,0.9000,0.9295
[82][149/258],4.972,5.015,0.0272,0.1624,1.0000,0.9300
[82][150/258],4.668,5.013,0.0230,0.1615,1.0000,0.9305
[82][151/258],5.161,5.014,0.1972,0.1617,0.9000,0.9303
[82][152/258],4.880,5.013,0.1276,0.1615,0.9000,0.9301
[82][153/258],5.079,5.014,0.0943,0.1610,1.0000,0.9305
[82][154/258],4.844,5.013,0.2210,0.1614,0.8000,0.9297
[82][155/258],4.641,5.010,0.2722,0.1621,0.8000,0.9288
[82][156/258],3.610,5.001,0.2586,0.1628,0.9000,0.9287
[82][157/258],4.213,4.996,0.0910,0.1623,1.0000,0.9291
[82][158/258],5.096,4.997,0.2534,0.1629,0.9000,0.9289
[82][159/258],5.746,5.002,0.2215,0.1632,0.8000,0.9281
[82][160/258],5.714,5.006,0.0343,0.1624,1.0000,0.9286
[82][161/258],4.681,5.004,0.1722,0.1625,1.0000,0.9290
[82][162/258],5.263,5.006,0.1173,0.1622,1.0000,0.9294
[82][163/258],5.397,5.008,0.0268,0.1614,1.0000,0.9299
[82][164/258],3.939,5.002,0.4714,0.1633,0.7000,0.9285
[82][165/258],6.670,5.012,0.0944,0.1629,1.0000,0.9289
[82][166/258],5.071,5.012,0.0445,0.1622,1.0000,0.9293
[82][167/258],6.229,5.019,0.1691,0.1622,0.9000,0.9292
[82][168/258],5.605,5.023,0.3340,0.1632,0.9000,0.9290
[82][169/258],4.457,5.019,0.0350,0.1625,1.0000,0.9294
[82][170/258],5.378,5.021,0.2077,0.1627,0.9000,0.9292
[82][171/258],4.956,5.021,0.0528,0.1621,1.0000,0.9297
[82][172/258],5.073,5.021,0.3060,0.1629,0.8000,0.9289
[82][173/258],5.926,5.027,0.1700,0.1630,0.9000,0.9287
[82][174/258],5.337,5.028,0.4054,0.1643,0.8000,0.9280
[82][175/258],5.763,5.032,0.1913,0.1645,0.9000,0.9278
[82][176/258],4.036,5.027,0.0546,0.1639,1.0000,0.9282
[82][177/258],5.121,5.027,0.3319,0.1648,0.8000,0.9275
[82][178/258],4.790,5.026,0.0907,0.1644,0.9000,0.9274
[82][179/258],4.669,5.024,0.2195,0.1647,0.9000,0.9272
[82][180/258],7.155,5.036,0.0966,0.1643,1.0000,0.9276
[82][181/258],5.744,5.040,0.0836,0.1639,1.0000,0.9280
[82][182/258],6.511,5.048,0.1342,0.1637,0.9000,0.9279
[82][183/258],6.041,5.053,0.1082,0.1634,0.9000,0.9277
[82][184/258],5.394,5.055,0.0096,0.1626,1.0000,0.9281
[82][185/258],5.489,5.057,0.0199,0.1618,1.0000,0.9285
[82][186/258],5.614,5.060,0.2538,0.1623,0.9000,0.9283
[82][187/258],5.770,5.064,0.0849,0.1619,0.9000,0.9282
[82][188/258],4.758,5.062,0.0040,0.1611,1.0000,0.9286
[82][189/258],5.278,5.064,0.2205,0.1614,1.0000,0.9289
[82][190/258],5.855,5.068,0.4103,0.1627,0.8000,0.9283
[82][191/258],5.966,5.072,0.3019,0.1634,0.8000,0.9276
[82][192/258],5.059,5.072,0.0470,0.1628,1.0000,0.9280
[82][193/258],5.295,5.074,0.2900,0.1635,0.7000,0.9268
[82][194/258],4.363,5.070,0.2209,0.1638,0.9000,0.9267
[82][195/258],3.947,5.064,0.6135,0.1661,0.8000,0.9260
[82][196/258],5.161,5.065,0.2226,0.1663,0.8000,0.9254
[82][197/258],5.248,5.066,0.1130,0.1661,0.9000,0.9253
[82][198/258],4.468,5.063,0.1478,0.1660,0.9000,0.9251
[82][199/258],4.858,5.062,0.2416,0.1664,0.9000,0.9250
[82][200/258],5.130,5.062,0.1712,0.1664,1.0000,0.9254
[82][201/258],5.301,5.063,0.2434,0.1668,0.9000,0.9252
[82][202/258],4.239,5.059,0.1453,0.1667,0.9000,0.9251
[82][203/258],5.980,5.064,0.0443,0.1661,1.0000,0.9255
[82][204/258],4.873,5.063,0.2068,0.1663,0.9000,0.9254
[82][205/258],4.812,5.061,0.0665,0.1658,1.0000,0.9257
[82][206/258],5.938,5.066,0.1808,0.1658,1.0000,0.9261
[82][207/258],5.607,5.068,0.1580,0.1658,1.0000,0.9264
[82][208/258],4.494,5.065,0.2159,0.1660,0.8000,0.9258
[82][209/258],4.193,5.061,0.0056,0.1653,1.0000,0.9262
[82][210/258],5.561,5.064,0.0164,0.1646,1.0000,0.9265
[82][211/258],5.766,5.067,0.2482,0.1650,0.8000,0.9259
[82][212/258],5.192,5.068,0.0877,0.1646,1.0000,0.9263
[82][213/258],5.540,5.070,0.1302,0.1645,1.0000,0.9266
[82][214/258],5.494,5.072,0.1358,0.1643,1.0000,0.9270
[82][215/258],5.164,5.072,0.0322,0.1637,1.0000,0.9273
[82][216/258],5.221,5.073,0.3005,0.1643,0.8000,0.9267
[82][217/258],5.022,5.073,0.3645,0.1653,0.8000,0.9261
[82][218/258],5.768,5.076,0.2315,0.1656,1.0000,0.9265
[82][219/258],4.929,5.075,0.1289,0.1654,0.9000,0.9264
[82][220/258],5.836,5.079,0.0468,0.1649,1.0000,0.9267
[82][221/258],5.450,5.080,0.1243,0.1647,0.9000,0.9266
[82][222/258],5.568,5.082,0.2230,0.1649,0.8000,0.9260
[82][223/258],5.308,5.083,0.0983,0.1646,0.9000,0.9259
[82][224/258],5.834,5.087,0.1868,0.1647,0.9000,0.9258
[82][225/258],5.173,5.087,0.2338,0.1650,0.8000,0.9252
[82][226/258],4.911,5.086,0.0035,0.1643,1.0000,0.9256
[82][227/258],5.046,5.086,0.0763,0.1639,0.9000,0.9254
[82][228/258],4.799,5.085,0.0600,0.1635,1.0000,0.9258
[82][229/258],5.288,5.086,0.0799,0.1631,1.0000,0.9261
[82][230/258],5.108,5.086,0.0578,0.1627,1.0000,0.9264
[82][231/258],5.071,5.086,0.2404,0.1630,0.9000,0.9263
[82][232/258],5.519,5.088,0.1834,0.1631,0.9000,0.9262
[82][233/258],5.821,5.091,0.3245,0.1638,0.8000,0.9256
[82][234/258],5.343,5.092,0.1069,0.1635,0.9000,0.9255
[82][235/258],4.562,5.090,0.0663,0.1631,1.0000,0.9258
[82][236/258],4.449,5.087,0.2351,0.1634,0.9000,0.9257
[82][237/258],5.350,5.088,0.4077,0.1645,0.9000,0.9256
[82][238/258],4.482,5.086,0.1376,0.1643,0.9000,0.9255
[82][239/258],5.247,5.086,0.1248,0.1642,1.0000,0.9258
[82][240/258],5.143,5.086,0.1517,0.1641,0.9000,0.9257
[82][241/258],4.513,5.084,0.2005,0.1643,0.9000,0.9256
[82][242/258],5.551,5.086,0.0939,0.1640,1.0000,0.9259
[82][243/258],5.000,5.086,0.0373,0.1635,1.0000,0.9262
[82][244/258],5.256,5.086,0.5388,0.1650,0.6000,0.9249
[82][245/258],5.554,5.088,0.2645,0.1654,0.9000,0.9248
[82][246/258],5.616,5.090,0.6082,0.1672,0.8000,0.9243
[82][247/258],5.439,5.092,0.2166,0.1674,1.0000,0.9246
[82][248/258],6.184,5.096,0.0774,0.1670,1.0000,0.9249
[82][249/258],4.861,5.095,0.3195,0.1676,0.8000,0.9244
[82][250/258],5.519,5.097,0.4665,0.1688,0.8000,0.9239
[82][251/258],4.838,5.096,0.0806,0.1685,0.9000,0.9238
[82][252/258],5.509,5.098,0.1015,0.1682,1.0000,0.9241
[82][253/258],4.708,5.096,0.1100,0.1680,0.9000,0.9240
[82][254/258],5.160,5.096,0.3449,0.1687,0.8000,0.9235
[82][255/258],4.678,5.095,0.2233,0.1689,0.9000,0.9234
[82][256/258],5.902,5.098,0.4288,0.1699,0.7000,0.9226
[82][257/258],3.271,5.091,2.6853,0.1767,0.4286,0.9212
[83][0/258],7.077,7.077,0.0355,0.0355,1.0000,1.0000
[83][1/258],5.301,6.189,0.1425,0.0890,0.9000,0.9500
[83][2/258],5.339,5.906,0.1634,0.1138,0.9000,0.9333
[83][3/258],4.902,5.655,0.1425,0.1210,0.9000,0.9250
[83][4/258],3.913,5.306,0.0292,0.1026,1.0000,0.9400
[83][5/258],4.096,5.105,0.0783,0.0986,1.0000,0.9500
[83][6/258],3.724,4.908,0.1297,0.1030,0.9000,0.9429
[83][7/258],4.609,4.870,0.0291,0.0938,1.0000,0.9500
[83][8/258],5.320,4.920,0.0992,0.0944,0.9000,0.9444
[83][9/258],4.499,4.878,0.0567,0.0906,1.0000,0.9500
[83][10/258],4.523,4.846,0.1472,0.0957,0.9000,0.9455
[83][11/258],4.898,4.850,0.1193,0.0977,0.9000,0.9417
[83][12/258],5.331,4.887,0.1074,0.0984,1.0000,0.9462
[83][13/258],4.382,4.851,0.0850,0.0975,1.0000,0.9500
[83][14/258],3.418,4.756,0.1543,0.1013,1.0000,0.9533
[83][15/258],5.228,4.785,0.1259,0.1028,0.9000,0.9500
[83][16/258],4.353,4.760,0.0542,0.1000,1.0000,0.9529
[83][17/258],4.259,4.732,0.1822,0.1045,0.9000,0.9500
[83][18/258],4.725,4.732,0.0483,0.1016,1.0000,0.9526
[83][19/258],4.924,4.741,0.0756,0.1003,0.9000,0.9500
[83][20/258],5.734,4.788,0.0059,0.0958,1.0000,0.9524
[83][21/258],5.111,4.803,0.1973,0.1004,0.9000,0.9500
[83][22/258],4.507,4.790,0.1489,0.1025,1.0000,0.9522
[83][23/258],3.685,4.744,0.1042,0.1026,1.0000,0.9542
[83][24/258],6.079,4.798,0.1413,0.1041,1.0000,0.9560
[83][25/258],3.289,4.740,0.1300,0.1051,0.9000,0.9538
[83][26/258],3.834,4.706,0.1116,0.1054,1.0000,0.9556
[83][27/258],3.873,4.676,0.3059,0.1125,0.8000,0.9500
[83][28/258],4.446,4.668,0.1333,0.1132,0.9000,0.9483
[83][29/258],4.899,4.676,0.0345,0.1106,1.0000,0.9500
[83][30/258],4.292,4.664,0.0243,0.1078,1.0000,0.9516
[83][31/258],4.354,4.654,0.0832,0.1071,1.0000,0.9531
[83][32/258],5.053,4.666,0.2029,0.1100,0.9000,0.9515
[83][33/258],4.999,4.676,0.0667,0.1087,1.0000,0.9529
[83][34/258],5.324,4.694,0.2614,0.1131,0.8000,0.9486
[83][35/258],4.596,4.692,0.0728,0.1119,1.0000,0.9500
[83][36/258],5.073,4.702,0.1222,0.1122,0.9000,0.9486
[83][37/258],4.339,4.692,0.1395,0.1129,0.9000,0.9474
[83][38/258],5.431,4.711,0.2178,0.1156,0.9000,0.9462
[83][39/258],3.546,4.682,0.2280,0.1184,0.8000,0.9425
[83][40/258],5.276,4.697,0.2558,0.1218,0.8000,0.9390
[83][41/258],4.166,4.684,0.2687,0.1253,0.8000,0.9357
[83][42/258],4.959,4.690,0.0781,0.1242,1.0000,0.9372
[83][43/258],5.037,4.698,0.1846,0.1256,0.9000,0.9364
[83][44/258],4.483,4.694,0.1177,0.1254,0.9000,0.9356
[83][45/258],4.376,4.687,0.1171,0.1252,1.0000,0.9370
[83][46/258],3.826,4.668,0.0993,0.1247,1.0000,0.9383
[83][47/258],4.480,4.664,0.2095,0.1264,0.8000,0.9354
[83][48/258],4.313,4.657,0.2048,0.1280,0.9000,0.9347
[83][49/258],5.870,4.682,0.2388,0.1302,0.9000,0.9340
[83][50/258],4.025,4.669,0.2584,0.1327,0.9000,0.9333
[83][51/258],5.405,4.683,0.1062,0.1322,0.9000,0.9327
[83][52/258],4.643,4.682,0.0593,0.1309,1.0000,0.9340
[83][53/258],4.580,4.680,0.2063,0.1323,0.9000,0.9333
[83][54/258],4.547,4.678,0.2548,0.1345,0.8000,0.9309
[83][55/258],4.659,4.677,0.2138,0.1359,1.0000,0.9321
[83][56/258],5.256,4.688,0.0707,0.1348,1.0000,0.9333
[83][57/258],4.229,4.680,0.0548,0.1334,1.0000,0.9345
[83][58/258],5.409,4.692,0.1798,0.1342,0.9000,0.9339
[83][59/258],4.941,4.696,0.3017,0.1370,0.8000,0.9317
[83][60/258],4.298,4.690,0.3160,0.1399,0.8000,0.9295
[83][61/258],5.168,4.697,0.2575,0.1418,0.8000,0.9274
[83][62/258],4.352,4.692,0.2343,0.1433,0.8000,0.9254
[83][63/258],4.646,4.691,0.2637,0.1451,0.8000,0.9234
[83][64/258],6.086,4.713,0.1214,0.1448,1.0000,0.9246
[83][65/258],4.095,4.703,0.5344,0.1507,0.7000,0.9212
[83][66/258],5.206,4.711,0.2123,0.1516,0.9000,0.9209
[83][67/258],4.534,4.708,0.2113,0.1525,0.9000,0.9206
[83][68/258],5.042,4.713,0.1242,0.1521,0.9000,0.9203
[83][69/258],4.560,4.711,0.3725,0.1552,0.9000,0.9200
[83][70/258],3.959,4.700,0.2160,0.1561,0.9000,0.9197
[83][71/258],5.219,4.707,0.1733,0.1563,0.9000,0.9194
[83][72/258],5.437,4.717,0.1653,0.1564,1.0000,0.9205
[83][73/258],5.696,4.731,0.0667,0.1552,1.0000,0.9216
[83][74/258],5.209,4.737,0.2090,0.1559,0.9000,0.9213
[83][75/258],5.005,4.741,0.0592,0.1547,1.0000,0.9224
[83][76/258],4.086,4.732,0.0833,0.1537,1.0000,0.9234
[83][77/258],4.644,4.731,0.1263,0.1534,0.9000,0.9231
[83][78/258],4.996,4.734,0.1574,0.1534,0.9000,0.9228
[83][79/258],5.133,4.739,0.2290,0.1544,0.9000,0.9225
[83][80/258],4.471,4.736,0.0770,0.1534,1.0000,0.9235
[83][81/258],3.725,4.724,0.0720,0.1524,1.0000,0.9244
[83][82/258],4.996,4.727,0.1014,0.1518,1.0000,0.9253
[83][83/258],5.414,4.735,0.1256,0.1515,0.9000,0.9250
[83][84/258],5.351,4.742,0.2084,0.1522,0.9000,0.9247
[83][85/258],4.584,4.740,0.0660,0.1512,1.0000,0.9256
[83][86/258],5.648,4.751,0.0945,0.1505,0.9000,0.9253
[83][87/258],5.028,4.754,0.1535,0.1506,0.9000,0.9250
[83][88/258],5.319,4.760,0.1695,0.1508,1.0000,0.9258
[83][89/258],4.752,4.760,0.6984,0.1569,0.7000,0.9233
[83][90/258],5.250,4.766,0.2322,0.1577,1.0000,0.9242
[83][91/258],4.803,4.766,0.0216,0.1562,1.0000,0.9250
[83][92/258],5.046,4.769,0.1881,0.1565,1.0000,0.9258
[83][93/258],5.366,4.775,0.0822,0.1558,1.0000,0.9266
[83][94/258],4.701,4.775,0.2481,0.1567,0.9000,0.9263
[83][95/258],4.653,4.773,0.0883,0.1560,1.0000,0.9271
[83][96/258],3.352,4.759,0.1926,0.1564,1.0000,0.9278
[83][97/258],5.296,4.764,0.0189,0.1550,1.0000,0.9286
[83][98/258],4.210,4.759,0.4113,0.1576,0.8000,0.9273
[83][99/258],5.172,4.763,0.1744,0.1577,0.9000,0.9270
[83][100/258],4.792,4.763,0.2588,0.1587,0.8000,0.9257
[83][101/258],4.853,4.764,0.1614,0.1588,1.0000,0.9265
[83][102/258],4.569,4.762,0.0614,0.1578,1.0000,0.9272
[83][103/258],4.560,4.760,0.5182,0.1613,0.8000,0.9260
[83][104/258],3.757,4.751,0.5239,0.1647,0.9000,0.9257
[83][105/258],5.096,4.754,0.0361,0.1635,1.0000,0.9264
[83][106/258],4.381,4.750,0.1464,0.1634,0.9000,0.9262
[83][107/258],5.030,4.753,0.2167,0.1639,0.8000,0.9250
[83][108/258],4.631,4.752,0.0863,0.1632,1.0000,0.9257
[83][109/258],5.020,4.754,0.0543,0.1622,1.0000,0.9264
[83][110/258],4.830,4.755,0.1764,0.1623,1.0000,0.9270
[83][111/258],4.695,4.754,0.0907,0.1617,0.9000,0.9268
[83][112/258],5.512,4.761,0.1879,0.1619,0.9000,0.9265
[83][113/258],5.118,4.764,1.2475,0.1714,0.6000,0.9237
[83][114/258],5.468,4.770,0.1912,0.1716,1.0000,0.9243
[83][115/258],5.277,4.775,0.3976,0.1735,0.9000,0.9241
[83][116/258],4.366,4.771,0.1360,0.1732,0.9000,0.9239
[83][117/258],5.297,4.776,0.4311,0.1754,0.7000,0.9220
[83][118/258],4.861,4.776,0.2143,0.1757,0.9000,0.9218
[83][119/258],5.064,4.779,0.4458,0.1780,0.8000,0.9208
[83][120/258],6.147,4.790,0.0875,0.1772,1.0000,0.9215
[83][121/258],4.993,4.792,0.0974,0.1766,0.9000,0.9213
[83][122/258],5.540,4.798,0.2157,0.1769,0.9000,0.9211
[83][123/258],4.346,4.794,0.3432,0.1782,0.8000,0.9202
[83][124/258],4.006,4.788,0.4260,0.1802,0.9000,0.9200
[83][125/258],4.658,4.787,0.1164,0.1797,0.9000,0.9198
[83][126/258],4.982,4.788,0.1966,0.1798,0.8000,0.9189
[83][127/258],5.091,4.791,0.0857,0.1791,1.0000,0.9195
[83][128/258],5.773,4.798,0.2817,0.1799,0.9000,0.9194
[83][129/258],5.636,4.805,0.1129,0.1794,1.0000,0.9200
[83][130/258],4.752,4.804,0.2284,0.1798,0.9000,0.9198
[83][131/258],5.134,4.807,0.1023,0.1792,0.9000,0.9197
[83][132/258],5.297,4.811,0.1533,0.1790,0.9000,0.9195
[83][133/258],5.252,4.814,0.4064,0.1807,0.6000,0.9172
[83][134/258],5.169,4.816,0.1090,0.1801,1.0000,0.9178
[83][135/258],5.534,4.822,0.1867,0.1802,0.9000,0.9176
[83][136/258],5.182,4.824,0.0867,0.1795,1.0000,0.9182
[83][137/258],5.517,4.829,0.0718,0.1787,1.0000,0.9188
[83][138/258],6.011,4.838,0.0789,0.1780,1.0000,0.9194
[83][139/258],5.031,4.839,0.1544,0.1778,1.0000,0.9200
[83][140/258],6.066,4.848,0.0800,0.1771,0.9000,0.9199
[83][141/258],5.482,4.852,0.1930,0.1773,0.8000,0.9190
[83][142/258],5.399,4.856,0.1426,0.1770,0.9000,0.9189
[83][143/258],4.312,4.853,0.0370,0.1760,1.0000,0.9194
[83][144/258],4.450,4.850,0.1768,0.1760,0.9000,0.9193
[83][145/258],4.291,4.846,0.0461,0.1752,1.0000,0.9199
[83][146/258],5.392,4.850,0.0042,0.1740,1.0000,0.9204
[83][147/258],5.659,4.855,0.1391,0.1738,0.9000,0.9203
[83][148/258],5.543,4.860,0.4736,0.1758,0.7000,0.9188
[83][149/258],5.564,4.864,0.3301,0.1768,0.7000,0.9173
[83][150/258],4.640,4.863,0.0734,0.1761,1.0000,0.9179
[83][151/258],4.600,4.861,0.2483,0.1766,1.0000,0.9184
[83][152/258],5.866,4.868,0.0224,0.1756,1.0000,0.9190
[83][153/258],5.453,4.872,0.1149,0.1752,0.9000,0.9188
[83][154/258],5.963,4.879,0.3913,0.1766,0.8000,0.9181
[83][155/258],4.545,4.876,0.0777,0.1759,0.9000,0.9179
[83][156/258],5.611,4.881,0.1434,0.1757,1.0000,0.9185
[83][157/258],5.652,4.886,0.1111,0.1753,1.0000,0.9190
[83][158/258],5.021,4.887,0.0987,0.1749,0.9000,0.9189
[83][159/258],5.729,4.892,0.2098,0.1751,0.8000,0.9181
[83][160/258],4.878,4.892,0.9733,0.1800,0.7000,0.9168
[83][161/258],5.071,4.893,0.0674,0.1793,1.0000,0.9173
[83][162/258],4.499,4.891,0.4376,0.1809,0.9000,0.9172
[83][163/258],4.307,4.887,0.0711,0.1802,1.0000,0.9177
[83][164/258],6.165,4.895,0.1759,0.1802,0.9000,0.9176
[83][165/258],4.731,4.894,0.0681,0.1795,1.0000,0.9181
[83][166/258],5.714,4.899,0.0085,0.1785,1.0000,0.9186
[83][167/258],4.725,4.898,0.0284,0.1776,1.0000,0.9190
[83][168/258],4.960,4.898,0.1266,0.1773,1.0000,0.9195
[83][169/258],5.608,4.902,0.1563,0.1772,1.0000,0.9200
[83][170/258],4.974,4.903,0.3902,0.1784,0.9000,0.9199
[83][171/258],6.885,4.914,0.1867,0.1785,0.9000,0.9198
[83][172/258],4.760,4.913,0.1610,0.1784,0.9000,0.9197
[83][173/258],4.386,4.910,0.1246,0.1781,1.0000,0.9201
[83][174/258],4.941,4.911,0.3727,0.1792,0.8000,0.9194
[83][175/258],5.617,4.915,0.1468,0.1790,0.9000,0.9193
[83][176/258],5.950,4.920,0.3219,0.1798,0.9000,0.9192
[83][177/258],4.911,4.920,0.0762,0.1792,1.0000,0.9197
[83][178/258],4.858,4.920,0.0953,0.1788,1.0000,0.9201
[83][179/258],5.076,4.921,0.1333,0.1785,0.9000,0.9200
[83][180/258],5.174,4.922,0.0934,0.1780,1.0000,0.9204
[83][181/258],4.244,4.919,0.0739,0.1775,1.0000,0.9209
[83][182/258],5.502,4.922,0.1849,0.1775,0.9000,0.9208
[83][183/258],5.261,4.924,0.3456,0.1784,0.8000,0.9201
[83][184/258],5.252,4.925,0.1454,0.1782,0.9000,0.9200
[83][185/258],5.390,4.928,0.2152,0.1784,0.9000,0.9199
[83][186/258],5.054,4.929,0.2591,0.1789,0.8000,0.9193
[83][187/258],5.250,4.930,0.1938,0.1790,0.9000,0.9191
[83][188/258],4.793,4.929,0.2085,0.1791,0.8000,0.9185
[83][189/258],4.344,4.926,0.2543,0.1795,0.8000,0.9179
[83][190/258],6.363,4.934,0.0863,0.1790,1.0000,0.9183
[83][191/258],4.553,4.932,0.1076,0.1787,1.0000,0.9187
[83][192/258],6.228,4.939,0.1763,0.1786,0.8000,0.9181
[83][193/258],5.025,4.939,0.4609,0.1801,0.7000,0.9170
[83][194/258],5.053,4.940,0.2218,0.1803,0.9000,0.9169
[83][195/258],5.581,4.943,0.1114,0.1800,1.0000,0.9173
[83][196/258],5.404,4.945,0.2370,0.1802,0.9000,0.9173
[83][197/258],5.431,4.948,0.1132,0.1799,1.0000,0.9177
[83][198/258],4.568,4.946,0.1358,0.1797,1.0000,0.9181
[83][199/258],5.530,4.949,0.0076,0.1788,1.0000,0.9185
[83][200/258],5.514,4.952,0.4345,0.1801,0.9000,0.9184
[83][201/258],5.557,4.955,0.2232,0.1803,0.8000,0.9178
[83][202/258],5.524,4.957,0.1660,0.1802,0.9000,0.9177
[83][203/258],4.997,4.958,0.0864,0.1798,1.0000,0.9181
[83][204/258],5.986,4.963,0.0092,0.1789,1.0000,0.9185
[83][205/258],5.197,4.964,0.1349,0.1787,0.9000,0.9184
[83][206/258],4.817,4.963,0.3020,0.1793,0.9000,0.9184
[83][207/258],5.174,4.964,0.0817,0.1789,1.0000,0.9187
[83][208/258],4.307,4.961,0.0834,0.1784,1.0000,0.9191
[83][209/258],5.474,4.963,0.1281,0.1782,0.9000,0.9190
[83][210/258],5.140,4.964,0.0305,0.1775,1.0000,0.9194
[83][211/258],5.626,4.967,0.0190,0.1767,1.0000,0.9198
[83][212/258],4.596,4.966,0.2222,0.1769,0.8000,0.9192
[83][213/258],6.425,4.972,0.0738,0.1764,1.0000,0.9196
[83][214/258],5.346,4.974,0.1310,0.1762,0.9000,0.9195
[83][215/258],4.359,4.971,0.1375,0.1761,0.9000,0.9194
[83][216/258],5.544,4.974,0.0223,0.1753,1.0000,0.9198
[83][217/258],5.835,4.978,0.1945,0.1754,0.9000,0.9197
[83][218/258],5.096,4.978,0.1275,0.1752,0.9000,0.9196
[83][219/258],4.485,4.976,0.3424,0.1760,0.9000,0.9195
[83][220/258],5.771,4.980,0.2303,0.1762,0.8000,0.9190
[83][221/258],5.630,4.983,0.3378,0.1770,0.9000,0.9189
[83][222/258],4.743,4.982,0.1472,0.1768,0.9000,0.9188
[83][223/258],4.838,4.981,0.2771,0.1773,0.8000,0.9183
[83][224/258],5.811,4.985,0.3488,0.1780,0.8000,0.9178
[83][225/258],4.960,4.985,0.0265,0.1774,1.0000,0.9181
[83][226/258],5.527,4.987,0.2822,0.1778,0.9000,0.9181
[83][227/258],5.431,4.989,0.1143,0.1775,1.0000,0.9184
[83][228/258],4.746,4.988,0.0613,0.1770,1.0000,0.9188
[83][229/258],4.150,4.984,0.0582,0.1765,1.0000,0.9191
[83][230/258],6.061,4.989,0.0991,0.1762,1.0000,0.9195
[83][231/258],7.322,4.999,0.2256,0.1764,1.0000,0.9198
[83][232/258],4.747,4.998,0.2044,0.1765,1.0000,0.9202
[83][233/258],4.429,4.995,0.0493,0.1760,1.0000,0.9205
